"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","KFK-Mashi-1","BKB-Mashi-2","ABS-Missong-1","AGA-Missong-2","APB-Mumfu-1","DNM-Mumfu-2","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"649","house","òkpɪ́~ʊ́kpɪ́ / ɪ́kpɪ᷇ː","ʊ̀kpɪ́ / kīkpɪ́~ɪ̀kpí","vùò / kə̀vúólə́","vʷòl / kə́vʷólə́","ʊ̀kpó / kə̀kpó","ʊ̀kpə́ / ɪ̀kpə́","gbâ / kə́zâːtə́~kə́dᶻâːtə́~kə́dᶻâːtə́nə́","gbâː / kə́záːtə́~kə́dzáːtə́","jʊ̀ː / jʊ́","jʊ̀ / jʊ́","bíà / zíà","bíà / zíà","ndɛ᷇ː / sə̀ndɛ̄ː","ndɛ́ / sə́ndɛ́","àmbáŋ / bìmbáŋ","àmbāŋ / bìmbāŋ","kìwɔ́hɔ́ / bìwɔ́hɔ́","ʊ̀fə̌nkɪ̀wóhó / ʊ̀fə̌nkɪ̀wóhókɪ̄","ŋwɔ̀ŋ / ŋwɔ̀ŋbə̌","ʃɛ̂gbâ / ʃɛ̂gbâkə́","gbò / dzò","gbôː / dzôː","ʊ́kpɪ́ / ɪ́kpɪ̂sə́","ʊ́kpé / ɪ́kpé~ɪ́kpéyɛ̂","ʊ̀kpó~fìntɛ̀nə́ / ʊ̀kpó~ɪ̀kpó","ʊ́kpó / àkpó~ɪ́kpó"
"668","goat","ɪ̀bʷɪ́ / ɪ̀bʷɪ̂ː~ɪ̀bʷɪ́hɪ̀","ɪ̀bʷɪ́ / ɪ̄bʷɪ́","bʷə̀~bʷóə̀ / bwə́yə̄~bwə́lə́kə̄~kə̀bʷə́lə́","bʷə̀ / kə́bʷólə́","ɪ̀bʷɪ̌ / ɪ̀bʷɪ́","ɪ̀bʷɪ́ / ɪ́bʷɪ́","dʒʊ̌ː / kə̀dʒʊ̌ːtə́ ~ dʒʊ́","dʒʊ̌ː / kə̀dʒʊ́ːtə́","dzū / dzú","dzū / dzú","mə̀ / mə́","mə̄ / mɛ́ ~ mə́","βə́ / sə̀βə̂","βə̄ / sə̀βə᷇ː","ʃɔ̄ŋ / ʃɔ́ŋ","ʃɔ̄ŋ / ʃɔ́ŋ","ǹdzɛ̀ / bànsdzɛ̀","ndzɛ̀ / bàndzɛ̀bʊ́","ndzə̀l / ndzə̀lbə̌","ǹzɛ̀l / ǹzɛ̂lyə́","dʒǔ / dʒú","dʒǔː / dʒú","ɪ̀bɪ́ / kɪ́bɪ́ːlə́~ɪ́bɪ́ːlə́","ɪ̀bě / ɪ́bé","ɪ̀bʷɪ̌ː / ɪ́bʷɪ́","ɪ̀bʷɪ́ / ɪ̄bʷɪ́~kə̀bʷɪ́lɪ́"
"670","pig","ɪ̀wɔ̀ŋ / ɪ̀wɔ́ŋŋɛ̀","ɪ̀wɔ̀ŋ / ɪ̄wɔ́ŋ","kə̀ⁿgʷònə́ / bə̀ⁿgʷònə́","kə̀ⁿgʷə̀nə̀ / bə̀ⁿgʷə̀nə́","ɪ̀gɔ̀ŋ / ɪ̀gɔ́ŋ~kə̀gɔ́ŋ","ɪ̀gɔ̀ŋ / ɪ́gɔ́ŋ","kə̀fí / bə̀fí","kə̀fí / bə̀fí","kə̀fʲə́ / bə̀fʲə́","kə̀fʲə́ / bə̀fʲə́","kə́fɥí ~ bə́fɥí","kə̀fɥí ~ bə̀fɥí","kə̀pfə̀ndúŋ / ʊ̀pfə̀ndúŋ","kə̀pfə̀ndʊ́ŋ / ʊ̀pfə̀ndʊ́ŋ","ɲyàm / ɲyâm","ɲàm / ɲâm","ɪ̀ʃà / ɪ́ʃâː","ɪ́ʃáyī / ø~ɪ̄ʃà/ɪ̀ʃâyí","ɲâm / ɲâmyə̌",NULL,"kúɲàm / kúɲàm","kúɲàm / kűːɲàm","ɪ̀wʊ̀ŋ / ɪ́wʊ́ŋ","ɪ̀wʊ̀ŋ / ɪ́wʊ́ŋə̄","ɪ̀wɔ̀ŋ / ɪ̄wɔ́ŋ","ɪ̀wɔ̀ŋ / ɪ̄wɔ́ŋ~ɪ́wɔ́ŋ"
"672","sheep","ǹzà / nzàbʷə́mbʷî","ǹzàː / bʷɪ̀nzàː","ⁿdʒì / àⁿdʒì","ⁿdʒì / àⁿdʒì","ǹdzònə̀~ndzònò / bə̀ndzònə̀","ndzònə̀ / bə̀ndzònə̀","ndzèːlə̀ / bə̀ndzèːlə̀","ndzèːlə̀ / bə̀ndzèːlə̀","sɔ̀ŋ / bə̀sɔ̀ŋ","sɔ̀ŋ / sɔ̀ŋ","ʃɔ̀ŋ / ʃɔ̂ŋ","kə́ʒíá / ʃɔ̂ŋ","ndzə̀ɣ / sə̀ndzə̀ɣ","ndzə̀ɣ / sə́ndzə̀ɣ","tsə̌m / tsə́m","tsə̌m / tsə́m","kìntsɛ́ŋɛ̂ː / bìntsɛ́ŋɛ̌ː","ɪ̀ʃà / ɪ̀ʃáyī","ǹtsǎːŋ / ǹtsàŋbə́","kàm / kâmyə̌~kâm","ndzʲè / ndzʲê","ndzə̀ / ndzə̀ bɒ́","ndzàlə̀~ndzàː / bə̀ndzàːlə̀","ndzàː / ndzàlə̀","ⁿdzònə̀~ⁿdzònò / bɛ̀ⁿdzònò","ⁿzòːnə̀ / bə̀ⁿdzòːnə̀"
"673","cat","ʃìbʊ̂s / m̀bʊ̂sm̂","ʃìbʊ̂s~ìbʊ̂s / mʊ̀ⁿbʊ̂s","fə̀dàmʊ́ʔ / m̩̀dàmʊ́ʔ","fə̀dàmʊ́ʔ / m̩̀dàmʊ́ʔ","fìbûs / m̩̀bûs","fìbûs / mʊ̀mbûs","fə̀búsə́ / mə̀búsə́","fə̀búsə́ / mə̀mbúsə́","fə̀mə́sá / mə̀mmə́sá","fə̀mə́sá / mə̀mə́sá","fə̀mó / m̀mó","fə̀mʊ́ / ŋ̀mʊ́","fə̀tàmbʊ́ʔ /  m̀tàmbʊ́ʔ","fə̀tàmʊ̂ʔ /  m̀tàmʊ́ʔ","dzə̀k / dzə̂k","dzə̀k / dzə᷇k","ìzè / ízêː","ɪ̀zè / ɪ̀ze᷇ːyí","zàk / zâgyə̌","zàk~zàg / zǎgbə̌~zâg","mɥɪ̌n / mɥɪ̌n","mwɪ̌ː / mwɪ̌ː","ʃìbʊ̂s / mʊ̀mbʊ̂s","ʃìbûs / mùmbûs","fìbʊ̂s~ìbúsì / mʊ̀bûs","fìbûs / m̜̀bûs~mʷɪ̀ⁿbûs"
"674","animal","ɪ̀ʃì / ɪ́ʃîː","ɪ̀ʃì / kɪ̄ʃí~ɪ̄ʃí","fúò / kə̀fúólə̀~fúó","fɥò / kə́fɥóːlə̀","ɪ̀fì / ɪ̀fí","ɪ̀fìː / ɪ̀fí~ɪ̀fî","ɲàm / kə́ɲâmtə́","ɲàm / kə́ɲámtə́","ɲàm / ɲám","ɲàm / ɲám","ɲʷàm / ɲʷâm","ɲʷàm / ɲʷâm","ɲàm / sə̀ɲâm","ɲàm / sə̀ɲa᷇ːm","àmfʊ̀ / bìmfʊ̀","fìmgbʊ̀fʊ̀ ~ amgbùfù / mùmgbʊ̀fʊ̀ ~  bìmgbùfù","kínɛ᷇ŋ / bínɛ᷇ŋ","kɪ́nɛ᷇ːŋ / bɪ́nɛ᷇ːŋbí","mgbʊ̀ / mgbaʊ̀bə́","ø","sò / ɲʲâm","sòɦ / ɲâm","ɪ̀ʃìː / kíʃílə́","ɪ̀ʃì / kɪ́ʃílə̄~ɪ̀ʃí","ɪ̀fìː / kə̀fí~àfíːlə̀","ɪ̀fì / ɪ̀fí"
"687","horse","kə̀ŋkéɲàm / ɪ̀ŋkə́ɲàmbî","kə̀ŋkèɲàm / bìŋkèɲàm~ŋkéɲàm","kə̀ⁿkàɲàm / bə̀ⁿkàɲàm","kə̀ⁿkàɲàm / bə̀ⁿkàɲàm","kə̀ŋkéɲàm / bìŋkéɲàm","kə̀ŋkéɲàm / bìŋkéɲàm","kə̀kàɲàm / bə̀kàɲàm","kə̀kàɲàm / bə̀kàɲàm","kàɲàm / bə̀kàɲàm","kə̀kàɲàm / bə̀kàɲàm","kə̀kʊ̂m / bə̀kʊ̂m","kə̀kʊ̂m / bə̀kʊ̂m","kə̀kèɲàm / ʊ̀kèɲàm","kə̀kêːɲàm / ʊ̀kêːɲàm","dzə̀m / dzə̂m","dzə̀m / dzə̂m","ø / ø","ø / ø","gbə̀ŋ / gbə̂ŋyə́","gbə́ŋ / ø","kɔ́m~kɔ̄m / kɔ́m~kɔ̄m","kɔ᷇ːm / kʷɔ᷇ːm","àŋkèɲàm / bìŋkèɲàm","àŋkèɲàm / bìŋkèɲàm","kə̀ŋkêɲàm~ àŋkêɲàm / bìŋkéɲàm","kə̀ŋkéɲàm / bìŋkéɲàm"
"694","fish","ɪ̀sʊ̀/ɪ̀sʊ̀kì~ɪ̀sʊ̀wɛ̀~ɪ̀sʊ̀ɛ̀","ɪ̀sʊ̂ / ɪ́sʊ̂","ⁿdʒù / àⁿdʒú","fə̀ⁿdʒʊ̀fə̀ / ábʲâ~m̩̀ⁿdʒʊ̀fə̀","ɪ̀ʃù~ìʃʊ́ / ɪ́ʃû~íʃū","ɪ̀ʃû / ɪ́ʃú","bîːyə̌ŋ / bîːtə́kə́yə̌ŋ","bîːyə̌ŋ / kə́bi᷇ːtə́nə́kə́yə̌ŋ","tʃʷʊ́m / bə̀ⁿtʃʷʊ́m","ⁿtʃʷʊ̀m / bə̀ⁿtʃʷʊ́m","ǹtùmə̀ / bə̀ntùmə̀","tʃūmə̀ / bə̀ntʃūmə̀","kə̀mbʷò / ʊ́mbʷò","kə́mbʷò / ʊ́mbʷò","ø / ø","ø / ø","ø / ø","ø / ø","ŋgʊ̀nʊ́ / ŋgʊ̀nʊ́bə́","ø","bî / bî","bî / bî̂","ɪ̀sù / ɪ́sû","ɪ́sù~ìsù / kɪ́sû~kìsù~ɪ́sú","ɪ̄ʃū / ɪ́ʃûː","ɪ̀ʃú / ɪ̀ʃù~kə̀ʃùlə́"
"728","lizard","àkʊ̀nə̀~kə̀ŋkʊ̌ːn / ŋ̀kʊ̌ːnbî","kə̀ŋkʷón / bìŋkʷón","wáⁿgāŋ / àwáⁿgāŋ","wáⁿgāŋ / àwáⁿgāŋ","bòkɔ̀m / bàbòkɔ̀m","ʊ̀bè / bə̀bè","mkpé / bə̀mkpěː","m̀kpéː / bə̀mkpéː","tûlə̀ / bə́tûlə̀","túlə̄ / bə́túlə̄","kə̀ntɔ̂ŋ / bə̀ntɔ̂ŋ","kə̀ntɔ̂ŋ / bə̀ntɔ̂ŋ","kə́kɔ̂ʲ / úkɔ̂ʲ","kə́kɔ̀ʲ / ʊ́kɔ̀ʲ","fítúlə̄ / bítúlə̄~bítúrə̄~múntúrə̄","àntúrə̀~fítúlə̄~fítúrə́/ bìntúrə̀~bítúrə̄~múntúlə́~múntúrə́","fìŋkòːnə́ / mùŋkòːnə́","ø / ø","ʃìda᷇ːm / ʃìda᷇ːmbə̌","ø","ŋgɛ̀ː / ŋgɛ̀","ŋgɛ̀ː / ŋgɛ̏ː bɒ́ɦ","ʃìŋkʷàn / mùnkʷàn","àŋkʷàn / bìŋkʷàn","bòkɔ̀m / bɛ̀bòkɔ̀m~àbòkɔ̀m","bɔ̀kɔ̀m / bɛ̀bɔ̀kɔ̀m"
"740","bird","ʃíɲʊ̂ŋó / ń̩ɲʊ̂ŋóm̄","ʃìŋɲʊ̂ŋhõ̌ / mʊ̀nɲʊ̂ŋhõ̌","fə́ɲɔ̂ŋ / m̩̀ɲɔ̂ŋ","fə́ɲɔ̂ŋ / ḿ̩ɲɔ̂ŋ","fíɲɛ̀ɛ̄~fɪ́ɲa᷇ː / ḿɲɛ̀ɛ̄ ~ ḿɲa᷇ː","fíɲa᷇ː / mʊ́ɲa᷇ː~mʊ́ɲànə́","fə̀núə̄n / mə̀núə̄n","fə̀núə̄ːn / mə̀ɲúə̄n","fə̀nə̌ːn / mə̀nnə̌ːn","fə̀nə̌ːn / mə̀nə̌ːn","kə́ɲʷɛ̂ɲ / bə́ɲʷɛ̂ɲ","kə́ɲúɛ̀ɲ / bə́ɲúɛ̀ɲ","fə̀ɲə̂m / m̀ɲə̂m","fə̀ɲə᷇m / m̀ɲə᷇m","kʊ̀n / kʊ̂n","kʊ̀n / kʊ̂n","ɪ̀ɲàm / kìɲámnə̄","fíɲa᷇ːm / áɲa᷇ːmmū~múɲámfə́","n̄tāŋ / ǹtāŋbə́","ǹtǎŋ / ǹtǎŋbə́","ɲʷâɲ ~ ɲʷɒ̂n/ ɲʷâɲ~ ɲʷɒ̂m","ɲâɦn / ɲɒ́ɦm","ʃíɲʷə̂nə́ / mʊ̀nɲʷə̂nə́","ʃíɲʊ̂nə́ / mʊ́ɲʊ̂nə́","fíɲâá / ḿ̩ɲâá","fíɲàâ / mʊ́nɲàâ"
"741","owl","ʃìntʊ̀ŋkô / ǹtʊ̀ŋkôm̀","ʃìntʊ̀ŋkʷô /mùntʊ̀ŋkʷô","kə́gʷûː / bə́gʷûː","kə́gʷû / kə́gʷûːlə̀","fìntʊ̀ŋkʊ́lʊ̀ / m̩̀tʊ̀ŋkʊ́lʊ̀","kə̀ntʊ̀ŋkʷə́lə̀ / bìntʊ̀ŋkʷə̀lə́","kə̀ntə̀kə́nə̀ / bə̀ntə̀kə́nə̀","kə̀ntə̀kə́nə̀ / bə̀ntə̀kə́nə̀","gʊ́ŋə̀ / bə́gʊ́ŋə̀","gʊ́ŋə̀ / bə́gʊ́ŋə̀","kə́wʊ̂ŋ / bə́wʊ̂ŋ","kə́wə̂ŋ / bə́wə̂ŋ","ɲə̂mfə́wʊ̂ŋkə̀~kə́kʊ́l/ɲə̀mwʊ̂ŋ~ʊ́kʊ́l","kə̀ɣʊ̂ŋ / ʊ̀ɣʊ̂ŋ","ǹʃàn / ʃâːn","ǹʃān / ńʃán","kìsàŋ / bìsàŋ","bísâŋ / bísáŋbí ~ kìsàŋ / bisàŋbí","sə́ŋ / sə̄ŋbə́","ø","ǹtsʊ̌ŋkɥɪ́n / ǹtsʊ̌ŋkɥɪ́n","ǹtsʊ̌ŋkɥɪ́n / ǹtsʊ̌ŋkɥɪ́n bó","ʃìntʊ̀ŋkʷɛ̂ / mʊ̀ntʊ̀ŋkʷɛ̂","ʃîɲʊ̂nə́bútsé ~ ʃìntʊ̀ŋkʷɛ̂ / múɲʊ́nə́bútsé ~ mʊ̀ntʊ̀ŋkʷɛ̂","fìntʊ̀ŋkʊ́lə̀ / m̩̀tʊ́ŋkʊ́lə̀","fìntʊ̄ŋkʊ́lʊ̀ / mʊ̀ŋtʊ̄ŋkʊ́lʊ̀"
