"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NMA-Abar-1","NAC-Abar-2","NEM-Ajumbu-9","KDC-Ajumbu-10","NVI-Ajumbu-1","KMN-Ajumbu-2","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KEM-Buu-1","KCY-Buu-2","KHK-FANG-12","DPN-FANG-13","KDV-Fang-1","KJS-Fang-2","JGY-Koshin-3","TEL-Koshin-4","DPJ-Koshin-1","MRY-Koshin-2","KCS-Kung-3","NJS-Kung-4","ZKG-Kung-1","BNM-Kung-2","KFK-Mashi-1","BKB-Mashi-2","ABS-Missong-1","AGA-Missong-2","APB-Mumfu-1","DNM-Mumfu-2","NMN-Mundabli-3","CEN-Mundabli-2","LFN-Mundabli-1","NIN-Mundabli-4","NGT-Munken-3","NUN-Munken-4","NEA-Munken-1","TNT-Munken-2","MCA-Ngun-3","KBM-Ngun-4","WCA-Ngun-1","AOM-Ngun-2"
"334","cocoyam (slimy strands)",NULL,NULL,"kèmfʊ̌íbò / bìmfʊ̌íbò","bʊ̀hʊ́ / bə̀bʊ́hʊ́",NULL,NULL,"táŋə́nɪ́ndʊ́m / átáŋndʊ́m~àtāŋānɪ́ndʊ́m","ø / ø",NULL,NULL,NULL,NULL,"ø / ø ","tǎːŋndʊ́m / bə̀tǎːŋndʊ́m",NULL,NULL,"kə̀táŋándʊ̄m / bə̀táŋándʊ̄m"," fə̀kxe᷇ːfə́gàːsâŋ/kxe᷇ːmə́gàːsâŋ",NULL,NULL,"kɪ̀nʒĩ̀ːnʒĩ̀  /  bə̀nʒĩ̀ːnʒĩ̀","kə̀tã́ːnə́ndʊ̄m /  bə̀nʒĩ̀ːnʒĩ̀",NULL,NULL,"nâŋkə́báŋákə́ / náŋʊ́báŋó","ø / ø","àndɔ̀ŋáyékə́ / bìndɔ̄ŋbíyétbyə́","àndɔ̀ŋáyékə́ / bìndɔ̄ŋbíyétbyə́","kìmfǐːkíbɔ́hɔ́ / bìmfǐːbíbɔ́hɔ́","ø / ø","láŋáfʊ̀ŋá / láŋáfʊ̀ŋábə́","m̀fɛ̀nkɔ́l~àtàŋànà / mfɛ̀nkɔ́l~ø",NULL,NULL,"láŋáfʊ̀má / láŋáfʊ̀mábó"," nə̄ndūm / nə̄ndūmbó",NULL,NULL,"ø / ø ","àmfɪ́bə̀gə̀ɲí ~àmfɪ̌bə̀kàbà / bìmfɪ́bə̀gə̀ɲí ~bìmfɪ̌bə̀kàbà",NULL,NULL,"kə̀mfʊ́kə́bwɪ́hɪ́tə́ / bìmfʊ́kə́bwɪ́hɪ́tə́","dzàŋtɛ́ ~zàŋtɛ́ / bɛ̀dzàŋtɛ́ ~bɛ̀zàŋtɛ́"
"335","Cocoyam (igbo)",NULL,NULL,NULL,NULL,NULL,NULL,"kə̀mfʊ̀~ / ə́bə̀mfʊ̀~bə̀mfʊ̀ː ","kə̀ndɔ́ŋ / bə̀ndɔ́ŋ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fə́kxɛ᷇ / ø-kxɛ᷇ːm","ø / ø",NULL,NULL,"kə́wûŋ  /  bə́wûŋ","kə̀mfʊ̌ːkə̀wólə̄ /  bə́wûŋ",NULL,NULL,"kə̀nâŋ / wùnâŋ","kə̀nâːŋ / wùnâːŋ","àndɔ̄ŋ / bìndɔ̄ŋ","àndɔ̄ŋ / bìndɔ̄ŋ","kɪ̀mfɪ́ː / bìmfɪ́ː","kɪ̀mfí / bìmfíbí","m̄fɛ̄n / m̄fɛ̄nbə́","m̀fɛ̌n~mfɛ̀n / mfɛ̄nbə́",NULL,NULL,"m̀fɛ̀nkwé~`mfʊ̀ŋ / m̀fɛ̀nkwébō ~ mfʊ̀ŋ ~mfɛ̌n","m̀fɛ̌n / m̀fɛ̌nbó",NULL,NULL,"ámfɪ́~ / bìmfɪ́~","ø / ø ",NULL,NULL,"kə̀mfʊ́ / bìmfʊ́","kə̀mfô ~kə̀mfʊ́ / bìmfô ~bìmfʊ̄"
"336","cocoyam (makabo)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kə̀dàŋ / bə̀dàŋ ","fə́kxe᷇ːfə́túmə̄ / kxe᷇ːmə́túmə̄",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"337","cocoyam (egg yolk) ",NULL,NULL,NULL,NULL,NULL,NULL,"nʊ́mtə̀kə́ázáɲ / ə́bə̀nʊ́mtə̀bə́ázáɲ  ","vɥó / àvɥó",NULL,NULL,NULL,NULL,"yúó~yúə́ / ø","ǹtìnèyʲó / bə̀ntìnə̀bə́yʲó",NULL,NULL,NULL,NULL,NULL,NULL,"gʲá  / ø","dʒúàkə̀tɔ̀tɔ̀ / ø",NULL,NULL,"ìlə́ʔ~ùlə́ʔ / sə̀lə́ʔ ","kə́bə̂l / ʊ́bə̂l","bíntʃə́mdzʊ̌yìndɔ́ŋ / ø","bíntʃə́mbídzʊ̌índɔ̌ŋ / ø","ø / ø","ɪ́dʒânm̀fɪ̌ / bídʒánm̀fɪ̌","yúó / yúówə́","ɪ̀yónfɛ̌n / ø",NULL,NULL,"yʊ́ó / yúókó","yúɔ́ / yúɔ́kə́ ",NULL,NULL,"ɪ́dʒámfə́ / ádʒámfə́","ídʒa᷇ːmfɪ́ / àdʒa᷇ːmfɪ́",NULL,NULL,"mfwàhàádʒâːnfœ̀ / bə̀mfwàhádʒáːmfā","ø / ø"
"338","cocoyam (native)",NULL,NULL,"ɪ̀zʊ̌ / ìzʊ́","ɪ̀dzʊ́ / mə̀ndzʊ́",NULL,NULL,"dzə̀ / ádzə̂","dzə̀ / ádzə̂",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"tú / tʊ́k","túk / tūːk","ø / ø","kɪ́yu᷇ː / bíyu᷇ː","dzɛ̂ː / dzɛ̂ːyə̌","zɛ̀ː /  zɛ᷇ːkə̄",NULL,NULL,"dzɪ̂ ~dzɪ̀ / dzɪ̀ːkó ~dzɪ̀","dìː / dìːyə́",NULL,NULL,"ìzó / kìzó","ɪ̀zʊ́ ~ìdzʊ̀dzʊ́ / àzʊ̀zʊ̀,  ìzùzù~ àdzʊ̀dzʊ́",NULL,NULL,"ízʊ́ / àzʊ́","àzʊ́ / mə̀zʊ́ ~mwɛ̀zʊ́"
"339","cocoyam (native, red)",NULL,NULL,NULL,NULL,NULL,NULL,"gyə́ŋ / ágyə́ŋ~àgyə́ŋ","gyə́ŋ / kə̀gyə́ŋlə́",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ndém / ndém","ǹndém / ńndém","ɪ́gaə́ŋ / ágbə́ŋ","ø / ø","dwɛ́ʔn / dwɛ́ʔnkə́","dwɛ́ʔṇkə́~dwɛ́ʔn / dwɛ́ːṇʃām~dwɛ́ʔn",NULL,NULL,"dúɔ́ŋ / dúɔ́ŋkō","dúə́ŋ / dáʰn",NULL,NULL,"àbə̀bə́lə́ / bìbə̀bə́lə́","ɪ̀gbʊ̀mgbʊ̀m / àgbʊ̀mgbʊ̀m~ kɪ̀gbʊ̀mgbʊ̀mə́",NULL,NULL,"ɪ́gbâm / ágbâm","ɪ̀byàlə́ / kə̀byàlə́ ~mɛ̀àbyɪ̀lə̀"
"340","cocoyam leaf (soup)",NULL,NULL,NULL,NULL,NULL,NULL,"múmsə́ / ə̀múmsə́","ø / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fímgbóŋ / múmgbóŋ","fímgbɔ́k / múmgbɔ́ŋ","ɪ̀gbə́ŋkìkó / ágbə́ŋkìkó","ø / ø","dwɛ́ʔntʃāːn / dwɛ́ʔntʃǎːnkə́","dwɛ̄ʔṇʃām / ø",NULL,NULL,"dān ~dán / dánkō ~dán","dáʰntʃɛ́n / dáʰntʃɛ̄nkō",NULL,NULL,"ø / ø","ʃɪ̀gbʊ̀mgbʊ̀m~ʃìɪ̀gbʊ̀mgbʊ̀m / mùàgbʊ̀mgbʊ̀m",NULL,NULL,"ɪ́gbámm̀ʃáhà ~ɪ́gbámfìnʃáhà / ágbámm̀ʃáhà","àbwɪ̀lə̀ / mə̀bwɪ̀lə̀"
"341","aerial yam",NULL,NULL,"kèndyǐm / bìndyǐm","kə̀ndǐm / bìndǐm",NULL,NULL,"fə́kpɪ́n~kpén / ə́bə́kpɪ́n~ə́mkpén","fə́kpɪ́ɲ /  ḿkpɪ́ɲ",NULL,NULL,NULL,NULL,"mbèː / bə̀mbèː","mbèː / bə̀mbèː",NULL,NULL,"ø / ø","ti᷇ːm / tə́ti᷇ːm",NULL,NULL,NULL,NULL,NULL,NULL,"fə́kâʔ / ḿkâʔ~","fə̀tsòm / m̀tsòm","ŋgwò / bʊ̀ŋgwò","ŋgwò / bʊ̀ŋgwò","kìmkpúŋə́nə́ / bímkpúŋə́nə́","ʊ́kwâ / ɪ́kwáyí","kpān / tsɔ̄n","ŋgàŋŋgáŋ / ŋgàŋŋgàŋbɛ́n",NULL,NULL,"kpaːnwùkɔ̄mwó / tswāɲyìkɔ̀myə́","kpāːn / kpāːŋkó",NULL,NULL,"àŋkyèmə́ / bìŋkyèmə́","ànkyə̀mə́ ~ aŋkyə̀mə́ / bìnkyə̀mə́ ~ bìŋkyə̀mə́",NULL,NULL,"kə̀ndǐːm / bìndǐːm","kə̀ndǐːm / bìndǐːm"
"342","rhizome fruit (hill lilly)",NULL,NULL,"ŋgʊ̀ / gbwɪ̀ŋgʊ̀","ø / ø",NULL,NULL,"ŋgʊ̀ʔ / àŋgʊ̀ʔ ","kprɨ́ / ø ~ fə̀ŋgʊ̀ʔ / m̀ŋgʊ̀ʔ",NULL,NULL,NULL,NULL,"ŋgʊ̀ː / bə̀ŋgʊ̀ː ","ŋgʊ̀ / bə̀ŋgʊ̀",NULL,NULL,"ŋgʊ̀ / bə̀ŋgʊ̀","ŋgʊ̀ / bə̀ŋgʊ̀",NULL,NULL,"ŋgʊ̀  /  bə̀ŋgʊ̀","ŋgʊ̀ /  bə̀ŋgʊ̀",NULL,NULL,"ŋgʊ̀ʔ / sə̀ŋgʊ̀ʔ","ø / ø","ŋgʊ́k / bʊ́ŋgʊ́k","ɳgwò / ø","fìŋgʊ̀ː / bàŋgʊ̀ː","ŋgwù / bàŋgwùbʊ","ŋgʷʊ̄ / ŋgʷʊ̄bə́","ŋgʊ̀ː / ŋgù",NULL,NULL,"ŋgʊ̀ / ŋgʊ̀bó","ŋgʊ̀ / ŋgʊ̀bó",NULL,NULL,"mgbò / bə̀ngbò ~ŋgʊ̀ / bə̀ŋgʊ̀","ŋ̀ŋgʊ̀ / bə̀ŋŋgʊ̀",NULL,NULL,"fìŋgʊ̀ / bə̀ŋgʊ̀ ~mŋgʊ̀","ŋ̀ŋgʊ̂ / bɛ̀ŋŋgʊ̂"
"343","rhizome fruit (valley lilly)",NULL,NULL,"gìtá / gbwɪ̀gìtá","gìtá / bə̀gìtá",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kə̀ntáptə́ / bə̀ntáptə́","ø / ø",NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","tʃə́ŋ / ø",NULL,NULL,"ìnúŋ / sə̀núŋ","ìndúŋ / sə̀ndúŋ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"344","drum","àndìmə́~kə̀ndím/ɪ̀ndîmbî","kə̀ⁿdʲɪ́m~àⁿdʲìm / bìⁿdʲɪ́m","íyám / kíyámó","ìyám / mə̀nyám","fə́kpɪ́ɲ / ḿ̩kpɪ́ɲ","fə̄kpɪ́ɲ / ḿ̩kpɪ́ɲfə́","zə́mə́ / kə̀zə́mə́","záːmə́ / kə̀záːmə́","kə̀ⁿdím/ bìⁿdím~bīⁿdǐm","kə̀ⁿtǐm/ bìⁿtǐm","m̀bèː / bə̀mbèː","m̀bèː / bə̀mbèː","yɪ́m / kə̀yɪ́mtə́ ","yɪ́m / ə́yɪ́m","kpún / kún ~ kpún wə̀ tímkpə̄ / kún wə̀ tìmkpə̀lə́~kún tìmbə́lə́","kpún / kún ~ tə̀kʷúntə̄","yə́mə́ / tə̀yə́mə̄","yímə̄ / tə̀yə́mə̄","kpéɲ / tséɲ","kə̀mβìː / bə̀mβìː","dʒîː  /  tódʒîː","yə́mə́ /  tódʒîː","fə̀tsòm / m̀tsòm","fə́kâʔ / ḿkâʔ","ndzàŋ / sə̀ndzàŋ","ndzàŋ / sə̀ndzàŋ","dzɪ̀m / dzɪ́m","dzɪ̌m / dzɪ́m","ìyáːm / àyáːm","ìyám / āyámū","záːm / záːmyə́","záːm / ø","kpāːn / tswān","kpān / tsʷán","yə́m /yə́myə́","yə́m / yə́myə̄","àŋkʲə̀mə́ / bìŋkʲə̀mə́","àŋkʲèmə́ / bìŋkʲèmə́","ɪ́yám / kɪ́yámə́","ɪ̀yám / àyám","kə̀ⁿdím~àⁿdím / bìⁿdím~ɪ̀ⁿdím","kə̀ⁿdǐːm / bìⁿdǐːm","ɪ́yám / kə̀yámə́","ɪ̀yáːm / àyáːm"
"345","talking drum",NULL,NULL,"ɪ̀mɔ́ŋ","kə̀mɔ̀ŋɔ́ / bìmɔ̀ŋɔ́",NULL,NULL,"báːnə́ / àkə̀bánə́","báːnə́ / kə̀báːnə́",NULL,NULL,NULL,NULL,"mbínnə̀ / bə́bínnə́  ","kə́bínnə́ / bə́bínnə́",NULL,NULL,"kxyɛ̀ / bə̀kxyɛ́lə̀","ø / ø",NULL,NULL,"dʲə̂ / ø","ø / ø",NULL,NULL,"bə́n / sə̀bə́nə̀","ɪ́bə́n / sə́bə́n","ábínə́ / bíbínə́","ábínə́ / bíbínə́","mʊ᷇ːŋ~kímúŋnə́ / bìmʊ̀ŋnə́","kɪ̀mʊ̀ŋnə́ / bìmʊ̀ŋnə́bī","bīn / bīnbə́","bín~bīn / ø",NULL,NULL,"bín / bīnbó","bín / bīnbó",NULL,NULL,"ɪ̀bín / kɪ̀bìnɪ́ ~bìmɔ̀ŋə́","ɪ̀byɪ́n ~ ɪ̀byə́ːn / bìbyə̀nə́",NULL,NULL,"ɪ̀mɔ́ŋ / kə̀mɔ̀ŋə̀","mɔ̀ŋ ~ɪ̀mɔ̄ŋ / ɪ̀mɔ́ŋ ~bìmɔ̀ŋ"
"346","guitar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ndʒàŋ / bə̀ndʒàŋ","kə̀sə̀m / bə̀sə̀m (1st reason)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"347","song","ɪ̀jám / ɪ̀jámɛ̂~àŋjám","ɪ̀jám / mʊ̀njám",NULL,NULL,"zə́mə́ / àzə́mə́","zə́mə́ / kə̀zə́mə́",NULL,NULL,"ɪ̀jám / bìjám","ɪ̀jām / ájām","yím / kə̀yímtə́","yɪ́ːm / kə̀yɪ́mtə́",NULL,NULL,"jə́mə̄ / tə̀jə́mə̄","jə́mə̄ / tə̀jə́mə̄","ø / ø","mbóló/bə̀mbóló","yə́mə́ / tə̀yə́mə́","yə́mə́ / tə̀yə́mə́",NULL,NULL,"ndzàŋ / sə̀ndzàŋ","ndzàŋ / sə̀ndzàŋ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"yə́m / yə́m","yə̄m / yə́m",NULL,NULL,"ɪ̀yám / kìyámə́","ɪ́yám / kìyám~áyám",NULL,NULL,"ɪ̀jám / kə̀jám~àjám","ɪ̀jám / àjám~ ɪ́jám",NULL,NULL
"348","dance","kə̀mɔ́ŋ / bìmɔ́ŋ","bìmɔ̀ŋɔ́",NULL,NULL,"báɲ / báːŋkə̀ / bāɲ / báɲ","báɲ / báːŋkə̀ / báɲ / báɲ",NULL,NULL,"bʲɛ́n / bʲɛ̂nɲ̀ʲa᷇ː / bʲɛ̂n / bʲɛ̂n","bʲə́n / bʲə̂nɲìɲâ / bʲə᷇n / bʲə̂n","bín / bín kə̂ / bīn / bín","bín / bíːn kə̂ / bín / bīn",NULL,NULL,"kxɛ̀ː / kxɛ̀ːkə́ / kxɛ̄ / kxɛ̄","kxɛ̂ / kxɛ̀kò / kxɛ́ / kxɛ̄","ø / ø","kə̀də̀m / bə̀də̀ːm","bʲéɲ / bʲénə́lə̂ / bʲéɲ / bʲéɲ","bʲéɲ / bʲə̀nə́lə̂ / bʲéɲ /  bʲéɲ",NULL,NULL,"bə́nə́ / bə̀nə́ / bə́nə́ / bə́n","bə́n / bə̀nə̀ / bə́nə́ / bə́n",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bǐn / bìn / bín / bīn","bǐn / bîn / bín / bín",NULL,NULL,"mɔ̂ŋ /mɔ̂ŋ~mɔ̂ŋ/ mɔ́ŋ / mɔ̄ŋ","bʲɛ̂n / bʲɛ̂n / bʲɛ̂n / bʲɛ̂n ~ mɔ́ŋ / mɔ́ŋ / mɔ̂ŋ / mɔ̂ŋ",NULL,NULL,NULL,NULL,NULL,NULL
"349","k.o. dance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","kə̀mfə́nə̀ / bə̀mfə́nə̀",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"350","female youth dance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","sɔ́ŋ / tə́sɔ́ŋ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"351","male youth dance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kə̀mfə́nə̀ / bə̀mfə́nə̀","kə̀mfə́nə̀ / bə̀mfə́nə̀",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"352","sacred dance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fə̀mgbwə̂n / mə̀mgbwə̂n","ø / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"353","elders dance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"sɔ́ŋ / tə̀sɔ́ŋ","sɔ́ŋ / tə̀sɔ́ŋ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"354","Fang annual dance",NULL,NULL,"ndyɔ̂ŋ / gbwɪ̀ndyɔ̂ŋ","ǹndyɔ̂ŋ / bə̀ndyɔ̂ŋ",NULL,NULL,"ŋgyɔ́ŋ / àŋgyɔ́ŋ","fə́ŋgyɔ́ŋ / ḿŋgyɔ́ŋ ~",NULL,NULL,NULL,NULL,"ndyɔ̀ŋ / bə̀ndyɔ̀ŋ","ndṹə̃́ / bə̀ndṹə̃́",NULL,NULL,"ndɔ́ŋ / bə̀ndɔ́ŋ","ø / ø",NULL,NULL,"sʲá  /  tósʲá","sɔ́ŋ /  tósʲá",NULL,NULL,"ndɔ́ŋ / sə́ndɔ́ŋ","ndɔ́ŋ / sə́ndɔ́ŋ","só / sɔ́ŋ","só / sɔ́ŋ~sóŋ","ìlélə́ / kìlélə́","ø / ø","nʃǎŋwɛ̄n~nʃāŋ~sɔ́ŋ / n̄ʃǎːŋbə́~sɔ́ŋkə́","sɔ́ŋ / sɔ́ŋkə́~sɔ́ŋ",NULL,NULL,"sɔ́ŋ / sɔ̄ŋkó ~ sɔ́ŋ / sɔ́ŋ","sɔ́ŋ / sɔ̄ŋkō",NULL,NULL,NULL,NULL,NULL,NULL,"ìʃí / kə̀ʃìlə̀","kə̀ndyɔ́ŋ / bìndyɔ́ŋ"
"355","k.o female dance, female rite society",NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","fə̀mbúlè / m̀búlè ~",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"tʊ́ / tʊ́ŋ","tú / tʊ́ŋ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø ","ìkpàsə̀/àkpàsə̀ ",NULL,NULL,NULL,NULL
"356","flute dance",NULL,NULL,NULL,NULL,NULL,NULL,"dzɔ̀ŋə́ / kə̀dzɔ̀ŋə́","ø / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","mbɔ̃́ː / ø",NULL,NULL,NULL,NULL,"ø / ø","ø / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø  ","àtʃìtʃɔ́lə́ / bìtʃìtʃɔ́lə́",NULL,NULL,NULL,NULL
"357","flute",NULL,NULL,"ø / ø","ʃìŋwáŋ / m̀wáŋ",NULL,NULL,"mɲɔ̀ŋə́ / ə̂mɲɔ̀ŋə́","fə̀ɲɔ̀ŋə́ / m̀ɲɔ̀ŋə́",NULL,NULL,NULL,NULL,"ndʒáŋ / bə̀ndʒáŋ ","ndʒáŋ / bə̀ndʒáŋ ",NULL,NULL,"ndʒáŋ","ndʒáŋ",NULL,NULL,"ndʒáŋ  /  bə̀ndʒáŋ","ndʒáŋ /  bə̀ndʒáŋ",NULL,NULL,"ìsə́ / sə̄sə́","ø / ø","fìmkpɔ́ŋə́ / mùŋkpɔ́ŋə́","fìmkpɔ́ŋɔ́ / mùŋkpɔ́ŋɔ́","fìŋwǎŋ / mùŋwǎŋ","fìŋwǎŋ / mùŋwǎːŋmū","ŋ̀ŋwã̌ŋ / ŋ̀ŋwã̄ŋmə́","ŋwàŋ / ŋwàŋmə́",NULL,NULL,"ŋwǎŋ / ŋwáŋmó","mwǎŋ / mwāŋmó",NULL,NULL,"mgbó / bə̀mgbó","àgbó~ágbʊ́ / bígbʊ́",NULL,NULL,"fìmbwǎŋ / m̀mbwǎŋ","fìŋwáŋ / mùŋwáŋ"
"358","horn trumpet (cow)",NULL,NULL,"ìyâŋ / kìyàŋò","ìyâŋ / mə̀nyáŋō",NULL,NULL,"ŋgə̀m~fə̀ŋgə̀m / ə́mŋgə̀m~àŋgə̀m","fə̀ŋgə̀m / m̀ŋgə̀m",NULL,NULL,NULL,NULL,"fə̀ŋgèm / mə̀ŋgèm","fə̀ŋgɛ̀m / màŋgɛ̀m~bə̀ŋgɛ̀m",NULL,NULL,"fə̀ŋgə̀mtə̀ / mə̀ŋgə̀mtə̀","fə̀ŋgə̀mtə̀ / mə̀ŋgə̀mtə̀",NULL,NULL,"fə̀ŋkõ̌ː  /  ŋ̀kõ̌ː","fə̀ŋgə̀mtə̀ /  ŋ̀kõ̌ː",NULL,NULL,"ìnʊ́ŋ~nʊ́ŋ / ø","ŋgə̀m / sə̀ŋgə̀m","fìŋgə̀m / mùŋgə̀m","fìŋgə̀m / mùŋgə̀m","fìŋgìn / mùŋgìn","fìŋgɪ̀ŋ / mùŋgɪ̀ŋmʊ́","ŋgə̀m / ŋgə̀mbə̌","ŋgʊ̀ː / ŋgʊ̀",NULL,NULL,"ŋgə̀m /ŋgə̀mbó","ŋgə̀ ~ŋkə̀ŋ / ŋgə̀bó / ~ŋkə̀ŋ",NULL,NULL,"ʃìŋgɔ̀m /mùŋgɔ̀m","ʃìŋgə̀mə̀ ~ ŋgə̀mə̀ / mùŋgə̀mə̀ ~ bə̀ŋgə̀mə̀",NULL,NULL,"ìyɔ̌ŋmábʊ́ / kə̀yɔ̌ŋmábʊ́","ɪ̀yɔ́ŋ / kə̀y͏ɔ́ŋ"
"359","ankle rattle (women)",NULL,NULL,"bìtə̀ŋò","kə̀tə̀ŋò / bìtə̀ŋò ",NULL,NULL,"kə̀dzáŋ / bə̀dzáŋ ","kə̀dza᷇ːŋ / bə̀dza᷇ːŋ",NULL,NULL,NULL,NULL,"kə̀bwá / bə̀bwá","kə̀bwá / bə̀bwá",NULL,NULL,"kə̀mbwá / bə̀mbwá","mbwà / bə̀mbwá ~",NULL,NULL,"kə̀māmmā  / bə̀māmmā","ø / bə̀māmmā",NULL,NULL,"úwás / sə̀wás","ʊ́wás / sə̀wás","βʷə̄~bə́ɣ / bʊ́βʷə́~bʊ́bə́ɣ","ábœ̄~bwə̄ɣ / bíbœ̄~bʊ́bœ̄","kìtʃə́tʃɔ́lə́ / bìtʃə́tʃɔ́lə́","bìtàŋ / bìtáŋbí","kyə́kyâː / kyə́kyâːbə́","ø",NULL,NULL,"tsœ̂ːtsœ̀ / tsœ̀ːtsœ̀bó","tsœ̀ɦtsœ̄ɦ / tsœ̀ɦtsœ̀ɦbó",NULL,NULL,"àbʊ̀bwáːlə́ / bìbʊ̀bwáːlə́","àbʊ̀bwálə́ / bìbʊ̀bwálə́ ",NULL,NULL,"fìtʃìtʃɔ́ː / m̀tʃìtʃɔ́ː","ø / ø"
