Doculect	Segment	Zscore	Normedcount	SalienceScore
Fang	iː	-0.45	22	-10
Fang	j	0.04	165	7
Fang	k	-0.23	426	-98
Fang	kp	-0.1	59	-6
Fang	kpʳʷ	-0.29	0	0
Fang	kpʷ	-0.29	0	0
Fang	kx	2.8	36	101
Fang	kʰ	-0.29	0	0
Fang	kʲ	-0.25	3	-1
Fang	kʷ	0.07	19	1
Fang	l	3.04	275	836
Fang	m	0.34	398	137
Fang	mʷ	-1.15	0	0
Fang	n	0.16	442	71
Fang	nʷ	-0.43	0	0
Fang	o	-0.71	102	-72
Fang	oː	-0.74	18	-13
Fang	p	-0.74	3	-2
Fang	q	-0.29	0	0
Fang	r	-0.34	3	-1
Fang	s	1.02	172	175
Fang	sʷ	-0.29	0	0
Fang	t	0.6	209	125
Fang	ts	0.03	80	2
Fang	tsʷ	-0.4	0	0
Fang	tsː	-0.29	0	0
Fang	tʃ	0.29	61	18
Fang	tʃʷ	0.34	1	0
Fang	tʰ	-0.51	0	0
Fang	tʲ	-0.37	1	0
Fang	tʷ	-0.29	1	0
Fang	tˢ	3.46	1	3
Fang	u	2.24	163	365
Fang	uʱ	-0.17	3	-1
Fang	uː	-1.59	3	-5
Fang	uːʱ	-0.29	0	0
Fang	v	1.05	18	19
Fang	vʷ	-0.29	0	0
Fang	w	-0.26	142	-37
Fang	z	-0.76	56	-43
Fang	zː	-0.29	0	0
Fang	²¹	-0.29	0	0
Fang	³	0.97	388	376
Fang	³¹	-0.43	0	0
Fang	³⁵	-0.29	0	0
Fang	¹	-0.3	1091	-329
Fang	¹³	2.04	12	25
Fang	¹⁵	0.17	140	24
Fang	ã	-0.09	3	0
Fang	ãː	-0.54	0	0
Fang	æ	-0.44	0	0
Fang	æː	-0.43	0	0
Fang	æ̃	-0.4	0	0
Fang	õ	0.32	4	1
Fang	õː	-0.46	0	0
Fang	ø	0.15	10	2
Fang	øː	1.85	3	6
Fang	ĩ	-0.34	0	0
Fang	ĩː	-0.29	0	0
Fang	ŋ	-0.02	349	-7
Fang	ŋm	3.33	57	190
Fang	ŋmʷ	-0.29	0	0
Fang	ŋʷ	-0.54	0	0
Fang	ŋˤ	-0.29	0	0
Fang	œ	-0.23	3	-1
Fang	œː	-0.38	0	0
Fang	œ̃	-0.29	0	0
Fang	ũ	-0.32	0	0
Fang	ũʱ	-0.29	0	0
Fang	ũː	-0.37	0	0
Fang	ɑ	1.07	14	15
Fang	ɑː	3.01	6	18
Fang	ɑ̃	-0.29	0	0
Fang	ɑ̃ː	3.46	1	3
Fang	ɒ	-0.01	6	0
Fang	ɒː	0.84	10	8
Fang	ɒ̃	-0.29	0	0
Fang	ɒ̃ː	-0.29	0	0
Fang	ɔ	-0.88	85	-75
Fang	ɔː	-0.91	4	-4
Fang	ɔ̃	-0.32	0	0
Fang	ɔ̃ː	-0.37	0	0
Fang	ɘ	0.99	6	6
Fang	ɘː	2.97	14	42
Fang	ə	1.6	1438	2307
Fang	əː	1.64	53	87
Fang	əˠ	-0.29	0	0
Fang	ə̃	-0.82	0	0
Fang	ə̃ː	-0.42	0	0
Fang	ɛ	-0.44	63	-28
Fang	ɛː	0.52	39	20
Fang	ɛ̃	0.54	3	2
Fang	ɛ̃ː	-0.43	0	0
Fang	ɠ	-0.29	0	0
Fang	ɣ	1.05	62	65
Fang	ɥ	-0.74	3	-2
Fang	ɦ	-0.29	0	0
Fang	ɦː	-0.29	0	0
