Doculect	Segment	Zscore	Normedcount	SalienceScore
a141lefo	t̪	-0.13	0	0
a141lefo	t̪ʰ	-0.08	0	0
a141lefo	u	-0.25	34	-9
a141lefo	uˀ	3.02	1	3
a141lefo	uː	-0.19	0	0
a141lefo	v	-0.81	0	0
a141lefo	vː	-0.05	0	0
a141lefo	w	2.2	25	55
a141lefo	w̃	-0.05	0	0
a141lefo	x	-0.14	0	0
a141lefo	y	0.81	1	1
a141lefo	z	-0.86	0	0
a141lefo	zʷ	-0.05	0	0
a141lefo	ã	-0.18	0	0
a141lefo	ãː	-0.05	0	0
a141lefo	æ	-0.07	0	0
a141lefo	æˀ	-0.05	0	0
a141lefo	ð	-0.19	0	0
a141lefo	õ	-0.12	0	0
a141lefo	ø	-0.09	0	0
a141lefo	û	0.33	1	0
a141lefo	ĩ	-0.14	0	0
a141lefo	ĩː	-0.05	0	0
a141lefo	ŋ	2.47	22	54
a141lefo	ŋʰ	-0.06	0	0
